year,donorcode,donorname,agencycode,agencyname,crsid,projectnumber,initialreport,recipientcode,recipientname,regioncode,regioname,incomegroupcode,incomegroupname,flowname,bi_multi,finance_t,aid_t,usd_commitment,usd_disbursement,currencycode,commitment_national,disbursement_national,shortdescription,projecttitle,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,geography,expectedstartdate,completiondate,longdescription,gender,environment,trade,pdgg,FTC,PBA,investmentproject,biodiversity,climateMitigation,climateAdaptation,desertification,commitmentdate,numberrepayment,grantelement,openaid id
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1990905280,90028,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,266,119,0.000000000000,0.967793120000,918,0.000000000000,0.729423323000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31386
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1990906270,90027,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,267,119,0.000000000000,0.015187730000,918,0.000000000000,0.011448703000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31385
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1990906280,90028,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,267,119,0.000000000000,0.072584530000,918,0.000000000000,0.054703546000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31387
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991915080,91008,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,266,119,0.000000000000,0.319831140000,918,0.000000000000,0.241055871000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31388
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991915090,91009,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,266,119,0.000000000000,0.818380540000,918,0.000000000000,0.616813006000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31390
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991915110,91011,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,266,119,0.000000000000,1.552535820000,918,0.000000000000,1.170149398000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31392
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991915330,91033,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,266,119,0.000000000000,3.634090730000,918,0.000000000000,2.739013633000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31394
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991916080,91008,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,267,119,0.000000000000,0.025586490000,918,0.000000000000,0.019287183000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31389
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991916090,91009,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,267,119,0.000000000000,0.035583700000,918,0.000000000000,0.026816646000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31391
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991916110,91011,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,267,119,0.000000000000,0.107429000000,918,0.000000000000,0.080969991000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31393
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1991916330,91033,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,267,119,0.000000000000,0.290727290000,918,0.000000000000,0.219123201000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31395
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1992926221,92022,0,139,Tunisia,10002,North of Sahara,10019,UMIC,Official Development Assistance,1,267,119,0.000000000000,0.061126980000,918,0.000000000000,0.046073681000,,Swap Bilateral Agreement signed on 21/02/2002 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31373
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1994946070,94007,0,139,Tunisia,10002,North of Sahara,10019,UMIC,Official Development Assistance,1,267,119,0.000000000000,0.018790390000,918,0.000000000000,0.014160000000,,Swap Bilateral Agreement signed on 21/02/2002 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31374
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1994946100,94010,0,139,Tunisia,10002,North of Sahara,10019,UMIC,Official Development Assistance,1,267,119,0.000000000000,0.007611320000,918,0.000000000000,0.005740000000,,Swap Bilateral Agreement signed on 21/02/2002 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31375
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1997979640,97904,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,267,119,0.000000000000,0.491714660000,918,0.000000000000,0.370601827000,,Swap Bilateral Agreement signed on 03/06/2007 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Africa (North of Sahara),,,,,,,,0,0,0,,,,,,,,31396
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,1999990040,99004,0,71,Albania,10010,Europe,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,0.624821810000,918,0.000000000000,0.470930000000,,Water distribution system rehabilitation in Tirana.,14020,Water supply & sanit. - large systems,140,Water Supply & Sanitation,12000,Recipient Government,,Europe,,,,,,,,1,1,0,,,,,,,,31371
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2001019571,1907,0,665,Pakistan,10009,South & Central Asia,10018,LMIC,Official Development Assistance,1,266,119,0.000000000000,2.305193000000,918,0.000000000000,1.737421703000,,Swap Bilateral Agreement signed on 04/11/2006 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Asia (South & Central Asia),,,,,,,,0,0,0,,,,,,,,31403
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2001019572,1907,0,665,Pakistan,10009,South & Central Asia,10018,LMIC,Official Development Assistance,1,266,119,0.000000000000,9.160596190000,918,0.000000000000,6.904340000000,,Swap Bilateral Agreement signed on 04/11/2006 - Tranche,60062,Other debt swap,600,Action relating to debt,12000,Recipient Government,,Asia (South & Central Asia),,,,,,,,0,0,0,,,,,,,,31404
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2003030060,3006,0,71,Albania,10010,Europe,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,0.862488680000,918,0.000000000000,0.650060000000,"MANAGERIAL ASSISTANCE, SUPPLY OF ELECTRICAL MATERIALS AND MOTOR VEHICLES, CONSTRUCTION OF NEW SUBSTATIONS TIRANA 2 AND TIRANA CENTRE, STRENGTHENING OF SUBSTATIONS KASHER AND PODRADREÇ, THE STRENGTHENING OD THE DISTRIBUTION NETWORKS OF SUBSTATIONS PODRADREÇ AND DURRES",Program of technical and managerial restructuring of KESH and upgrading of the Albanian electrical system.,23010,Energy policy and admin. management,230,Energy,12000,Recipient Government,,Europe,,,,0,2,0,0,1,1,0,0,0,0,0,,,,21847
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2004040100,4010,0,71,Albania,10010,Europe,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,0.066418500000,918,0.000000000000,0.050060000000,THE CREDIT IS AIMED AT REDUCING THE ENVIRONMENTAL AND HEALTH RISK LINKED TO THE MISMANAGEMENT OF THE WASTE DISPOSAL IN TIRANA.,Solid Waste Management Program in Tirana.,14050,Waste management/disposal,140,Water Supply & Sanitation,12000,Recipient Government,,Europe,,,,0,1,0,0,1,1,1,0,0,0,0,,,,21833
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2004040110,4011,0,71,Albania,10010,Europe,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,0.318731230000,918,0.000000000000,0.240230000000,Rehabilitation of Road Scutari Hani Hotit,Construction of the road Lushnje-Fier and supervision of works for the two contiguous sections Lushnje-Fier-Valona and Fier.,21020,Road transport,210,Transport & Storage,12000,Recipient Government,,Europe,,,,0,0,1,0,1,1,1,0,0,0,0,,,,21846
2014,6,Italy,4,MAE - DGCS,2005000621,006611/01/0,0,136,Morocco,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,243,111,0.000000000000,0.018737360000,918,0.000000000000,0.014120000000,FORM AID CONTRIBUTION : TECHNICAL COOPERATION,SOUSTAINABLE AGRICULTURE IN MAGHREB REGION - CONTRIBUTION TO THE PROGRAMME,31130,Agricultural land resources,311,"III.1.a. Agriculture, Total",22000,Donor country-based NGO,CISS - COOPERAZIONE INTERNAZIONALE SUD-SUD,Africa (North of Sahara),24/04/2003,,,1,1,0,2,0,0,0,1,0,0,1,,,,5359
2014,6,Italy,4,MAE - DGCS,2005000625,006619/01/2,0,431,Brazil,10006,South America,10019,UMIC,Official Development Assistance,1,243,111,0.000000000000,0.003341570000,918,0.000000000000,0.002520000000,,PROJECT IN FAVOUR OF YOUNG GIRLS - SOCIAL WELFARE CONTRIBUTIONS,16010,Social/welfare services,160,Other Social Infrastructure & Services,22000,Donor country-based NGO,CISS - COOPERAZIONE INTERNAZIONALE SUD-SUD,America (South America),19/12/2000,,,2,0,,1,0,0,0,0,0,0,0,,,,4859
2014,6,Italy,4,MAE - DGCS,2005000977,007199/01/0,0,431,Brazil,10006,South America,10019,UMIC,Official Development Assistance,1,243,111,0.000000000000,0.399554410000,918,0.000000000000,0.301140000000,"IMPLEMENTAZIONE DELL'AGRICOLTURA FAMILIARE NELLA REGIONE DEL BASSO AMAZONAS, PARA'",FAMILY AGRICULTURE IMPLEMENTATION IN PARA',31120,Agricultural development,311,"III.1.a. Agriculture, Total",22000,Donor country-based NGO,MAIS-MOVIMENTO PER L'AUTOSVILUPPO L 'INTERSCAMBIO E LA SOLIDARIETA,America (South America),17/06/2004,,,1,1,0,1,0,0,0,1,0,0,,,,,4830
2014,6,Italy,4,MAE - DGCS,2005001194,007466/01/2,0,550,Palestine,10011,Middle East,10018,LMIC,Official Development Assistance,1,243,111,0.000000000000,0.038331780000,918,0.000000000000,0.028890000000,FORM AID CONTRIBUTION : EMERGENCY AID,PROJECT IN FAVOUR OF PALESTINIAN CULTURAL HERITAGE PROMOTION - CONTRIBUTION TO THE PROGRAMME,16061,Culture and recreation,160,Other Social Infrastructure & Services,22000,Donor country-based NGO,CISS - COOPERAZIONE INTERNAZIONALE SUD-SUD,Asia (Middle East Asia),29/12/2003,,,0,0,,2,1,0,0,,,,,,,,5868
2014,6,Italy,4,MAE - DGCS,2005001631,007921/01/2,0,998,"Developing countries, unspecified",15006,Developing Countries unspecified,,,Official Development Assistance,1,243,123,0.000000000000,0.080887620000,918,0.000000000000,0.060970000000,,NATIONAL CAMPAIGN: 2015 TARGET ON FOOD AND TRADE PROMOTION,99820,Promotion of development awareness (non-sector allocable),998,Unallocated / Unspecified,22000,Donor country-based NGO,VOLONTARI NEL MONDO - FEDERAZIONE O RGANISMI CRISTIANI SERVIZIO IN TERNAZIONALE VOLONTARIO (FOCSIV),,27/10/2005,,,0,0,,0,0,0,0,,,,,,,,4759
2014,6,Italy,4,MAE - DGCS,2005002855,008168/01/6,0,998,"Developing countries, unspecified",15006,Developing Countries unspecified,,,Official Development Assistance,1,243,123,0.000000000000,0.050867970000,918,0.000000000000,0.038340000000,,"ACQUA: BENE COMUNE DELL'UMANITA', DIRITTO DI TUTTI",99820,Promotion of development awareness (non-sector allocable),998,Unallocated / Unspecified,22000,Donor country-based NGO,COSPE - COOPERAZIONE PER LO SVILUPP O DEI PAESI EMERGENTI,,22/12/2005,,,0,0,,0,0,0,0,,,,,,,,4690
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2005050080,5008,0,555,Lebanon,10011,Middle East,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,3.370099880000,918,0.000000000000,2.540040000000,THE CREDIT IS AIMED AT IMPROVING THE WASTE WATER TREATMENT PLANT FOR THE CITY OF ZAHLE REDUCING AT SAME TIME THE ENVIRONMENTAL IMPACT LINKED TO THE WASTWATER PRODUCTION DUE TO HUMAN COMMERCIAL AND INDUSTRIAL CONSUMPTION,Collection system and wastewater disposal city of Zahle.,14020,Water supply & sanit. - large systems,140,Water Supply & Sanitation,12000,Recipient Government,,Asia (Middle East Asia),,,,0,2,0,0,1,1,1,0,0,1,0,,,,22062
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2005050210,5021,0,139,Tunisia,10002,North of Sahara,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,0.520411690000,918,0.000000000000,0.392230000000,"The project aims to improve the quality of life of inhabitants of the three governorates of Tozeur, Mahdia and Zaghouan, reducing the pollution caused by the domestic waste  through a sustainable management.","Construction of 3 controlled dumpings for municipal solid waste in the governorates of Mahdia, Tozeur and Zaghouan.",14050,Waste management/disposal,140,Water Supply & Sanitation,12000,Recipient Government,,Africa (North of Sahara),,,,0,1,0,0,1,1,1,0,0,0,0,,,,22154
2014,6,Italy,4,MAE - DGCS,2006000628,007424/01/2,0,142,Egypt,10002,North of Sahara,10018,LMIC,Official Development Assistance,1,243,111,0.000000000000,0.019587280000,918,0.000000000000,0.014760000000,"The project aims to develop and promote the eco-tourism sector in El Fayoum with interventions in the following areas:
1. Mapping of Egyptian institutions responsible for the management and protection of natural and cultural heritage and the development of the tourism sector;
2. Training personnel and facilitating the starting of local small businesses that operate in eco-tourism (tourist guides, restaurateurs, artisans etc);
3. Awareness campaigns of local eco-tourism and its importance as a tool for economic and social development;
4. Promotion of El Fayoum as an eco-tourist destination on the national and international market.",UN PROGRAMMA DI TURISMO SOSTENIBILE PER IL GOVERNATORATO DEL FAYOUM - CONTRIBUTO AL PROGRAMMA,33210,Tourism policy and admin. management,332,Tourism,22000,Donor country-based NGO,CISS - COOPERAZIONE INTERNAZIONALE SUD-SUD,Africa (North of Sahara),18/06/2004,,,1,0,0,2,0,0,0,0,0,0,0,,,,11772
2014,6,Italy,4,MAE - DGCS,2006000770,007560/01/1,0,248,Kenya,10003,South of Sahara,10017,Other LIC,Official Development Assistance,1,243,111,0.048171120000,0.048171120000,918,0.036310000000,0.036310000000,RIQUALIFICAZIONE URBANA DI 5 VILLAGGI INFORMALI NELLA CIRCOSCRIZIONE DI HURUMA - NAIROBI,RIQUALIFICAZIONE URBANA DI 5 VILLAGGI INFORMALI NELLA CIRCOSCRIZIONE DI HURUMA - NAIROBI,16010,Social/welfare services,160,Other Social Infrastructure & Services,22000,Donor country-based NGO,COOPERAZIONE INTERNAZIONALE,Africa (South of Sahara),27/05/2005,,,1,1,0,2,0,0,0,0,0,,0,09/07/2014,,,11951
2014,6,Italy,4,MAE - DGCS,2006001011,007897/01/3,0,235,"Congo, Dem. Rep.",10003,South of Sahara,10016,LDC,Official Development Assistance,1,243,111,0.000000000000,0.023809620000,918,0.000000000000,0.017950000000,MIGLIORAMENTO DELLE CONDIZIONI DI VITA E PARTECIPAZIONE DELLA POPOLAZIONE BATWA DELLA PROVINCIA DEL SUD KIVU- RDC - ONG CISS,MIGLIORAMENTO DELLE CONDIZIONI DI VITA E PARTECIPAZIONE DELLA POPOLAZIONE BATWA DELLA PROVINCIA DEL SUD KIVU- RDC - ONG CISS,43010,Multisector aid,430,Other Multisector,22000,Donor country-based NGO,CISS - COOPERAZIONE INTERNAZIONALE SUD-SUD,Africa (South of Sahara),31/05/2005,,,2,0,0,1,0,0,0,0,0,0,0,,,,11707
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060020,6002,0,71,Albania,10010,Europe,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,1.936512250000,918,0.000000000000,1.459550000000,,Rehabilitation of Valona Port,21040,Water transport,210,Transport & Storage,12000,Recipient Government,,Europe,,,,,,,,0,0,0,,,,,,,,31369
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060080,6008,0,573,Syria,10011,Middle East,10018,LMIC,Official Development Assistance,1,252,111,0.000000000000,0.015532710000,918,0.000000000000,0.011710000000,,Upgrading of a transplant center in the pediatric hospital of Damascus.,12230,Basic health infrastructure,122,"I.2.b. Basic Health, Total",12000,Recipient Government,,Asia (Middle East Asia),,,,,,,,1,1,1,,,,,,,,31400
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060090,6009,0,555,Lebanon,10011,Middle East,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,5.861628490000,918,0.000000000000,4.417910000000,,Jbeil Caza Water and Wastewater Project,14020,Water supply & sanit. - large systems,140,Water Supply & Sanitation,12000,Recipient Government,,Asia (Middle East Asia),,,,,,,,0,0,0,,,,,,,,31399
2014,6,Italy,4,MAE - DGCS,2006060099,006767/03/6,0,550,Palestine,10011,Middle East,10018,LMIC,Official Development Assistance,1,243,111,0.000413750000,0.000413750000,918,0.000310000000,0.000310000000,,IMPROVEMENTS IN ELECTRIC NETWORK - EXPERTS,23040,Electrical transmission/distribution,230,Energy,11000,Donor Government,,Asia (Middle East Asia),17/07/2003,,,,,,,1,0,0,,,,,31/12/2014,,,26814
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060100,6010,0,71,Albania,10010,Europe,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,2.172306170000,918,0.000000000000,1.637270000000,,Construction of a modern dispatch center and remote control and completion of electricity transmission grid to 400 KW.,23040,Electrical transmission/distribution,230,Energy,12000,Recipient Government,,Europe,,,,,,,,1,1,1,,,,,,,,31370
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060111,6011,0,769,Vietnam,10008,Far East Asia,10018,LMIC,Official Development Assistance,1,252,111,0.000000000000,0.764012210000,918,0.000000000000,0.575840000000,,Water supply and distribution in Ca Mau City,14020,Water supply & sanit. - large systems,140,Water Supply & Sanitation,12000,Recipient Government,,Asia (Far East Asia),,,,,,,,0,0,0,,,,,,,,31405
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060140,6014,0,351,Honduras,10005,North & Central America,10018,LMIC,Official Development Assistance,1,252,111,0.000000000000,7.721939100000,918,0.000000000000,5.820030000000,The credit is aimed at supporting the public halth system in Honduras through the financing of goods and services for the Hospital Maria Especialidades Pediatricas in Tegucigalpa.,Purchase of medical equipment and electrical equipment for the Children's Hospital of Tegucigalpa.,12191,Medical services,121,"I.2.a. Health, General, Total",12000,Recipient Government,,America (North & Central America),,,,0,0,0,0,1,1,1,0,0,0,0,,,,24586
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060170,6017,0,666,Bangladesh,10009,South & Central Asia,10016,LDC,Official Development Assistance,1,252,111,0.000000000000,1.764584320000,918,0.000000000000,1.329970000000,"The credit is aimed at satisfying the request of energy in Bangladesh through the rehabilitation of Unit 3 of the Hydroelectric Power Plant in Karnafuli, located in the southern region of Bangladesh in the Division Chittagong.","Rehabilitation of Unit 3 of the hydroelectric power Karnafuli, located in the southern region of Bangladesh.",23065,Hydro-electric power plants,230,Energy,12000,Recipient Government,,Asia (South & Central Asia),,,,0,1,0,0,1,1,1,0,1,0,0,,,,21874
2014,6,Italy,9,Ministero dell'Economia e delle Finanze - Artigiancassa,2006060190,6019,0,555,Lebanon,10011,Middle East,10019,UMIC,Official Development Assistance,1,252,111,0.000000000000,1.416287820000,918,0.000000000000,1.067460000000,"The credit is aimed at realising a a water supply network for the surroundings area of Tripoli, mainly in the Koura province, ensuring the supply of secure and drinkable water.",Financing of works related to the water supply system of the areas surrounding the city of Tripoli and the province of El Koura.,14020,Water supply & sanit. - large systems,140,Water Supply & Sanitation,12000,Recipient Government,,Asia (Middle East Asia),,,,0,2,0,0,1,1,1,0,0,0,0,,,,22058
2014,6,Italy,4,MAE - DGCS,2007000483,008709/01/3,0,259,Mozambique,10003,South of Sahara,10016,LDC,Official Development Assistance,1,243,111,0.000000000000,0.055397510000,918,0.000000000000,0.041750000000,PROGRAMMA DI SOSTEGNO ALLA SALUTE MATERNO INFANTILE ED AI SERVIZI SANITARI DI BASE MALAVANE,PROGRAMMA DI SOSTEGNO ALLA SALUTE MATERNO INFANTILE ED AI SERVIZI SANITARI DI BASE MALAVANE,12230,Basic health infrastructure,122,"I.2.b. Basic Health, Total",22000,Donor country-based NGO,CENTRO DI EDUCAZ. SANITAR. E TECN. APPROPR.SANITARIE- CESTAS,Africa (South of Sahara),04/12/2007,29/04/2015,,0,0,0,1,0,0,0,0,0,,0,,,,12155
2014,6,Italy,4,MAE - DGCS,2007000547,008793/01/3,0,998,"Developing countries, unspecified",15006,Developing Countries unspecified,,,Official Development Assistance,1,243,123,0.000000000000,0.066794770000,918,0.000000000000,0.050340000000,18^ FESTIVAL DEL CINEMA AFRICANO D'ASIA ED AMERICA LATINA,18^ FESTIVAL DEL CINEMA AFRICANO D'ASIA ED AMERICA LATINA,99820,Promotion of development awareness (non-sector allocable),998,Unallocated / Unspecified,22000,Donor country-based NGO,CENTRO ORIENTAMENTO EDUCATIVO,,14/12/2007,29/04/2015,,0,0,0,1,0,0,0,0,0,,0,,,,11465
